,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,Documentary,Sci-Fi,Drama,N/A,Fantasy,Horror,Thriller,Action,Adventure,War,Comedy,Music,Mystery,History,Biography,Crime,Family,Romance,Western,Sport,News,Animation,Musical,Short,Reality-TV,Game-Show
4484,We Are What We Are,2013,R,25 Oct 2013,105 min,"Drama, Horror, Thriller",Jim Mickle,"Nick Damici, Jim Mickle, Jorge Michel Grau (based on: the screenplay ""Somos lo que hay"" by)","Kassie Wesley DePaiva, Laurent Rejto, Julia Garner, Ambyr Childers","The Parkers, a reclusive family who follow ancient customs, find their secret existence threatened as a torrential downpour moves into their area, forcing daughters Iris and Rose to assume responsibilities beyond those of a typical family.",English,"USA, France",5 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjI3NjI3NjAyN15BMl5BanBnXkFtZTgwODE3NzMxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,5.9,"18,936",tt2309021,movie,07 Jan 2014,"$54,371",Entertainment One,N/A,True,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485,Oyster Farming in a Changing World,2013,N/A,N/A,93 min,"Documentary, Family, History",Keith A. Cox,Keith A. Cox,Glenn A. Johnson,"'Oyster Farming in a Changing World' is a documentary which explores the 160-year-old oyster farming community of Willapa Bay in Washington State, revealing the many various farming ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3289612,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4486,Sophie and the Rising Sun,2016,R,22 Jan 2016,105 min,Drama,Maggie Greenwald,"Maggie Greenwald (screenplay), Augusta Trobaugh (novel)","Julianne Nicholson, Takashi Yamaguchi, Margo Martindale, Diane Ladd","Autumn of 1941 in Salty Creek, a fishing village in South Carolina, two interracial lovers are swept up in the tides of history.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjI0NzAxNTQyMl5BMl5BanBnXkFtZTgwODQzMTIwMTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"1,061",tt4532818,movie,21 Feb 2017,"$30,348",Monterey Media,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4487,The History of Love,2016,N/A,09 Nov 2016,134 min,"Drama, Romance, War",Radu Mihaileanu,"Radu Mihaileanu (scenario and adaptation), Marcia Romano (scenario and adaptation), Radu Mihaileanu (dialogue), Nicole Krauss (based on the novel by)","Gemma Arterton, Elliott Gould, Derek Jacobi, Sophie Nélisse",The story of a long-lost book that mysteriously reappears and connects an old man searching for his son with a girl seeking a cure for her mother's loneliness.,"English, Yiddish","France, Belgium, Canada, Romania",1 nomination.,https://m.media-amazon.com/images/M/MV5BYjNiODhjOTktNTczYy00OTNjLTkxMTUtMTljZDg4YTFjOGYyXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"1,121",tt0443533,movie,N/A,N/A,2.4.7. Films,N/A,True,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4488,False Start,2001,UNRATED,N/A,90 min,"Action, Drama, Sport",Charlie Minn,Charlie Minn,"Joshua Reed, Harrison Butler, Kevin Kolack, Holly Gaddy","Yan Harris, a college freshman is put through the toughest challenge of his life as he tries to procure a spot on Henry State's second ranked track team. Controversy runs rampant on campus ...",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,16,tt0246409,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4489,Victor Juliet's Director's Cut,2009,N/A,11 Jul 2009,70 min,Horror,Michael Alan Fitzgerald,Michael Alan Fitzgerald,"Nick Abbott-Hook, Heather Allen, Matthew Auslander, Thomas Auslander","With no budget and less talent, independent filmmaker Victor Juliet decides to make the most realistic zombie film ever made by using real victims and real zombies! With the help of his ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3523624,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4490,A Single Shot,2013,R,20 Aug 2013,116 min,"Crime, Drama, Thriller",David M. Rosenthal,"Matthew F. Jones (novel), Matthew F. Jones (screenplay)","Sam Rockwell, William H. Macy, Ted Levine, Kelly Reilly",The tragic death of a beautiful young girl starts a tense and atmospheric game of cat and mouse between hunter John Moon and the hardened backwater criminals out for his blood.,English,"UK, USA, Canada",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjMzNzAwNTk2OF5BMl5BanBnXkFtZTgwMjE3MDAxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.8,"10,094",tt1540741,movie,14 Jan 2014,N/A,Single Shot Productions,N/A,True,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4491,Nightbeats,2009,N/A,29 Jul 2009,89 min,Drama,Mike Carroll,Mike Carroll,"Missy Bell, Bonnie Bennett, Anthony D'Juan, Kelley DuHain","A contemporary noir set entirely at night Nightbeats is an homage to the classic noirs of the 1940's, though told as a contemporary drama, not a gumshoe satire, Nightbeats follow the lives ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjEwMzMxNDE3N15BMl5BanBnXkFtZTgwODU3MzA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,17,tt1462834,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,"Endings, Beginnings",2019,N/A,01 May 2020,110 min,Drama,Drake Doremus,"Drake Doremus, Jardine Libaire","Shailene Woodley, Jamie Dornan, Sebastian Stan, Matthew Gray Gubler","A 30-something woman navigating through love and heartbreak over the course of one year. During that time, she will unlock the secrets to her life in a sudden turn of events and in the most surprising of places.",English,"USA, South Korea",N/A,https://m.media-amazon.com/images/M/MV5BMzQyMGRlZjMtOTQwOS00NTlmLWIxNjctMzUwNGIyYjM1NDM1XkEyXkFqcGdeQXVyNzk3NjQ1MTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.9,144,tt9147456,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,Behind the Curtain: Todrick Hall,2017,N/A,12 Dec 2017,100 min,Documentary,Katherine Fairfax Wright,Katherine Fairfax Wright,"Wayne Brady, Brittanie Brant, Blair Carrizales, Virginia Cavaliere",Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWVhNmRiNmEtZDU0OS00MTU4LThkZjktOGFmYzYzMGNjNDUzXkEyXkFqcGdeQXVyMjQ3MTMzNDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,191,tt6171960,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4494,Spirit Camp,2009,N/A,21 Dec 2009,96 min,"Comedy, Horror",Kerry Beyer,Kerry Beyer,"Roxy Vandiver, Julin, Brandon Smith, Megan Moser","When a street smart ""goth girl"" (Roxy Vandiver) is forced to attend cheerleader camp as part of her rehabilitation from a juvenile correction facility, she clashes with the ""popular girls,""...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk5MDIzNjUwNl5BMl5BanBnXkFtZTcwMDc0MDQ0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,566,tt1078933,movie,27 Apr 2010,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,"Sexo fácil, películas tristes",2014,TV-14,16 Oct 2014,91 min,"Comedy, Romance",Alejo Flah,Alejo Flah,"Ernesto Alterio, Quim Gutiérrez, Marta Etura, Julieta Cardinali",A screen writer writing a new romantic comedy sees his real love life mirroring that of the characters he's created.,Spanish,"Spain, Argentina",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTA0NTg4MTA2MDVeQTJeQWpwZ15BbWU4MDYyMDA0NTYx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,679,tt2419986,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4496,Homestate,2016,N/A,13 Aug 2018,85 min,Drama,David Hickey,"David Hickey, Blaise Miller","Blaise Miller, Grace Love, Shaneye Ferrell, David Hickey","A down and out brother shows up unannounced, altering the routine of his sister's family.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjQ2YmZmMmItZGVkNC00ZWZiLWEzYzAtMzBkNTBkODlhYjhhXkEyXkFqcGdeQXVyMjcxMTY5NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,365,tt3843748,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4497,Angel in the Dark,1991,N/A,01 Apr 1992,90 min,Action,Teddy Page,"Rod Davis, Teddy Page","Romano Kristoff, Zibel O'Grady, Rachael Murray, Jim Gaines",Angel in the dark is a movie about a woman who becomes a prostitute to try and save enough money to get her daughter and eye operation to cure her from her blindness. She is beaten up by ...,English,"USA, Philippines",N/A,https://m.media-amazon.com/images/M/MV5BNTZlZTQ0MzktMWMyNy00NzBjLWJjZTAtNjZiMDJjNmFhMjAxXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,27,tt0101347,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4498,Local Work,2012,N/A,N/A,96 min,"Drama, Romance",Brian Tucker,"Brian Tucker (story), Brian Tucker","Susan Auten, Jody Belo, Angela Conicelli, June Dare",A drama about broken people short on time. Brooks is a bartender with a tragic past and Verdi is a call girl paying for college and support her guilt inducing mother. Brooks and Verdi have ...,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3476316,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4499,Smile Please,2019,Not Rated,19 Jul 2019,132 min,Drama,Vikram Phadnis,"Irawati Karnik (Dialogue), Vikram Phadnis","Satish Alekar, Bijay Anand, Yogesh Bandagle, Priya Bapat","Nandini Joshi, an award-winning photographer, is going through a personal crisis. Even as her busy husband and stubborn daughter continue to neglect her, Nandini struggles to find a sense ...",Marathi,India,N/A,https://m.media-amazon.com/images/M/MV5BNDAyMDAyZjgtMGU5OS00Mzc4LWE3NzgtNzQ3NDA3ODYwNzVkXkEyXkFqcGdeQXVyNTYyMTIyODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,71,tt10111568,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500,Nurses If Florence Could See Us Now,2013,N/A,07 May 2013,92 min,Documentary,Kathy Douglas,N/A,N/A,"It is hard to find a person whose life has not been touched by a nurse, yet how much do we know about these people we let into some of the most intimate, joyful and difficult moments of the...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg4NDgzODMyNV5BMl5BanBnXkFtZTgwMzA1OTkzNjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4525716,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4501,Till the End of the Night,1995,R,09 May 1995,90 min,Drama,Larry Brand,Larry Brand,"Scott Valentine, Katherine Kelly Lang, John Enos III, Mary Fanaro","A woman is stalked and eventually kidnapped by her psychotic ex-husband. Her present husband, who wasn't even aware that his wife had been previously married, is initially caught in a ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjUwMTU0Njg3OV5BMl5BanBnXkFtZTcwMDE0MTAyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,100,tt0111431,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4502,Excessive Force,1993,R,14 May 1993,87 min,Action,Jon Hess,Thomas Ian Griffith,"Thomas Ian Griffith, Lance Henriksen, James Earl Jones, Tony Todd","A group of Chicago cops are involved in a raid from which $3,000,000 disappears. The local mob go after them and the body count starts to rise. The new Chief of Police makes it clear to the...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTFiNmQ0YTItYTM1Yi00OWE5LTg0YTctMjg1YzMwNmRiMTA1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,5.3,"1,065",tt0104215,movie,07 Sep 2004,N/A,Sony Pictures Home Entertainment,N/A,True,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4503,Streets of Harvest,2015,N/A,29 Jul 2015,75 min,"Crime, Drama, Thriller",Fred Keel,"Esmeralda Alvarez, Lamarc Broussard, Fred Keel","Carl Bailey, Michael W. Green, Sheril Rodgers, Joshua Briscoe",Apathy is in the air. Crime rates have reached an all-time high. And two detectives are on the trail of a killer..,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTE2MTUzMDIwMV5BMl5BanBnXkFtZTgwNjgyNTEwMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,8,tt3455894,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4504,Trespassing,2005,N/A,01 Sep 2005,113 min,Documentary,Carlos Blumberg DeMenezes,N/A,"Anthony Guarisco, Corbin Harney, Steve Lopez, Dorothy Purley","In ""Trespassing"", the struggle of Native Americans and other ethnic groups confront the effects of United States' policy and the nuclear industry. From broken treaties to the desecration of...",English,USA,3 wins.,https://m.media-amazon.com/images/M/MV5BMTIwNzM5OTQ2MF5BMl5BanBnXkFtZTcwODkxMjcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,34,tt0426607,movie,N/A,N/A,Red Umbrella Productions,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4505,Patterns of Evidence: The Red Sea Miracle,2020,PG-13,18 Feb 2020,150 min,Documentary,N/A,N/A,"Barry Beitzel, Manfred Bietak, Jason Derouchie, Manis Friedman","One of the greatest miracles in the Bible is Moses and the Israelites trapped at the sea by Pharaoh's army, when God miraculously parts the waters, but is there any evidence that it really happened, and if so, where?",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWM4NDg0NDEtNDAwNi00ZjU4LWE5ZTYtOTc5YmQzYjFkYTY0XkEyXkFqcGdeQXVyNTE2MDEyODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,15,tt11661666,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4506,Dream On,2015,Not Rated,08 Nov 2015,99 min,Documentary,Roger Weisberg,Roger Weisberg,John Fugelsang,"Is the American Dream alive or dead? Political comedian John Fugelsang hits the road to find out in Dream On. This epic road trip retraces the journey of Alexis de Tocqueville, whose study ...",English,USA,4 wins.,https://m.media-amazon.com/images/M/MV5BMjQyNzAxOTk4M15BMl5BanBnXkFtZTgwOTkxMzgyMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,11,tt5200392,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4507,Sleepwalk with Me,2012,PG-13,04 Apr 2013,81 min,Comedy,"Mike Birbiglia, Seth Barrish(co-director)","Mike Birbiglia (screenplay), Ira Glass (screenplay), Joe Birbiglia (screenplay), Seth Barrish (screenplay), Mike Birbiglia (based on the play ""Sleepwalk With Me"" by)","Mike Birbiglia, Lauren Ambrose, James Rebhorn, Carol Kane","A burgeoning stand-up comedian struggles with the stress of a stalled career, a stale relationship, and the wild spurts of severe sleepwalking he is desperate to ignore.",English,USA,3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTM3MDUzMDQwNF5BMl5BanBnXkFtZTcwMDk1NjM4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.8,"11,283",tt2077851,movie,18 Dec 2012,"$2,263,436",IFC Films,N/A,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4508,Lucky Day,2019,R,11 Oct 2019,99 min,"Action, Crime, Thriller",Roger Avary,Roger Avary,"Luke Bracey, Nina Dobrev, Crispin Glover, Ella Ryan Quinn","Red, a safe cracker who has just been released from prison, is trying to hold his family together as his past catches up with him in the form of Luc, a psychopathic contract killer who's seeking revenge for the death of his brother.","English, French","France, Canada",N/A,https://m.media-amazon.com/images/M/MV5BYzkxYzAzYjUtMjU1Ni00YTZkLTliMmUtZmE1ODA4NThmOTNkXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",18,4.9,"1,088",tt7248248,movie,11 Oct 2019,N/A,Lionsgate,N/A,True,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4509,The American Ambassadors to Japan,2014,N/A,N/A,120 min,"Documentary, Adventure, Family",Tim Nagae,Tim Nagae,N/A,"Ann Arbor, Michigan and Hikone, Japan have been sister cities since 1969. Every 2 years, the city of Ann Arbor sends 12 middle and high school students to Hikone, where they home-stay at ...",English,"USA, Japan",N/A,N/A,[],N/A,N/A,N/A,tt4087558,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4510,The Texture of Falling,2018,N/A,01 Jun 2018,75 min,Drama,Maria Allred,Maria Allred,"Maria Allred, Benjamin Farmer, Damien Genardi, Patrick D. Green",The Texture of Falling is unlike any film that you've ever seen. It transcends genre and defies classification. It follows Louisa (Julie Webb) as a filmmaker reeling from a recent ...,English,USA,5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNjczODAyYTAtZTg2OC00YWQ1LTk2OWYtYmNiYzA1NzA2YzRmXkEyXkFqcGdeQXVyNjAwMDczMjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}]",N/A,6.7,"1,198",tt4631048,movie,N/A,N/A,Allred Films,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4511,She Said Boom: The Story of Fifth Column,2012,N/A,01 Sep 2012,64 min,"Documentary, Biography, History",Kevin Hegge,N/A,"Caroline Azar, Beverly Breckenridge, G.B. Jones, Bruce La Bruce","She Said Boom: The Story Of Fifth Column is the story of a group of young female artists from Toronto in the early eighties. They united to use music, film, and self publication to defy ...",English,"USA, Canada, Germany",N/A,https://m.media-amazon.com/images/M/MV5BNDMwODhlNmEtOWFiZC00NTNmLThkNWQtNmE3NzRlOWM1OWFlXkEyXkFqcGdeQXVyMjc4NzY1MTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,6,tt2206976,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4512,Motown Mafia: The Story of Eddie Jackson and Courtney Brown,2011,Not Rated,N/A,74 min,"Documentary, Biography, Crime, Family",Alan Bradley,Lewis F Stevens,"Gerald 'Tunsichino' Cooper, Alan Bradley, Lewis F Stevens",Eddie 'The Fat Man' Jackson and Courtney 'The Field Marshal' Brown were labeled 'Kingpins' in an era where their names reigned supreme in Detroit. Accumulating more than a million dollars a...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQxMDUzNTMxNl5BMl5BanBnXkFtZTgwMzc5MDY3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,22,tt2294743,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
4513,Hamal_18,2004,N/A,02 Oct 2004,88 min,Mystery,John G. Thomas,Michael Scherer (original screenplay),"Michael J. Minor, Yvette Ford, Chad England, Wendy Cobb",A brooding detective assumes the persona of his young daughter and obsessively hunts internet chat rooms for the pedophile who killed her.,"English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjA4NjkwMjI1MF5BMl5BanBnXkFtZTcwNDUzMDcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,22,tt0424131,movie,24 May 2005,N/A,Pegasus Entertainment Ltd,N/A,True,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4514,Trumpocalypse Now!,2017,N/A,13 Jun 2017,69 min,Documentary,BC Furtney,BC Furtney (screenwriter),N/A,A new documentary exploring Donald Trump's White House.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTcwNzk4ZDUtZGI1MS00NmQ2LTg2MDQtZjEwZGU5ODJjZjJlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6583150,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4515,Man vs Snake: The Long and Twisted Tale of Nibbler,2015,Not Rated,24 Jun 2016,92 min,Documentary,"Tim Kinzy, Andrew Seklir",N/A,"Tim McVey, Dwayne Richard, Enrico Zanetti, Tina McVey","If you ever played the game ""Snake"" on your early model Nokia cellphone, then you're familiar with ""Nibbler,"" the original ""snake"" game. MAN VS SNAKE tells the story of Tim McVey (the gamer...",English,USA,5 wins.,https://m.media-amazon.com/images/M/MV5BZjEzMjE4NTQtZDlmYy00Yzc5LTlkZmYtNjNhZWNkZTFhNTViXkEyXkFqcGdeQXVyMDE1NjIxNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.0,"2,293",tt2933794,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4516,Something Is Killing Tate,2008,NOT RATED,01 Mar 2011,78 min,Drama,Leon Lozano,Leon Lozano,"Luz Beato, Tyrone Caprice, Joshua Curls, Aaron Amara Davis","Days before his birthday and weeks before his wedding, Tate Bradley, a twenty-five year old, African-American man attempts to commit suicide. He survives the ordeal, but from his actions, ...",English,USA,8 wins.,https://m.media-amazon.com/images/M/MV5BMjIyMjgwMzEyMV5BMl5BanBnXkFtZTcwOTc1MzM2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,240,tt1019966,movie,25 Aug 2009,N/A,Vanguard,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4517,Cracking Aces: A Woman's Place at the Table,2018,N/A,25 Apr 2018,67 min,"Documentary, Biography",H. James Gilmore,N/A,N/A,A documentary about the pioneering women who broke through the glass ceiling of professional poker.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzg5YjRiM2QtNjRlNS00YWM0LThjNDQtZjBiNmE5OTRhOTEwXkEyXkFqcGdeQXVyMTY5NTg1NzI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7373900,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
